vendor_id,year_month,risk_score,delivery_score,dispute_score,quality_score,overall_trend
V230,2025-01,75.5,40.0,38.5,50.0,stable
V230,2025-01,78.0,40.0,41.0,50.0,stable
V230,2025-03,78.4,40.0,37.8,50.0,increasing
V230,2025-04,82.3,40.0,38.0,50.0,increasing
V230,2025-05,79.1,40.0,40.9,50.0,increasing
V230,2025-05,82.9,40.0,36.7,50.0,increasing
V230,2025-06,85.0,40.0,41.2,50.0,increasing
V230,2025-07,85.5,40.0,37.8,50.0,increasing
V230,2025-08,80.6,40.0,40.9,50.0,increasing
V230,2025-09,86.8,40.0,44.6,50.0,increasing
V230,2025-10,83.1,40.0,45.3,50.0,increasing
V230,2025-11,86.1,40.0,46.9,50.0,increasing
V477,2025-01,38.9,51.7,14.8,62.2,stable
V477,2025-01,40.5,68.3,23.3,53.9,stable
V477,2025-03,37.2,59.8,15.4,63.4,increasing
V477,2025-04,41.6,58.4,21.8,73.3,increasing
V477,2025-05,42.4,66.3,25.5,59.0,increasing
V477,2025-05,39.9,59.0,16.1,61.7,increasing
V477,2025-06,40.4,56.9,17.6,69.2,increasing
V477,2025-07,40.2,57.9,18.7,72.3,increasing
V477,2025-08,45.3,60.9,26.8,60.9,increasing
V477,2025-09,45.5,46.4,23.0,59.4,increasing
V477,2025-10,43.2,57.4,22.3,57.8,increasing
V477,2025-11,44.3,56.6,19.2,50.3,increasing
V039,2025-01,72.8,40.0,35.1,50.0,stable
V039,2025-01,71.0,40.0,35.3,50.0,stable
V039,2025-03,70.1,40.0,32.9,50.0,decreasing
V039,2025-04,66.5,40.1,30.1,50.0,decreasing
V039,2025-05,70.6,40.0,36.0,50.0,decreasing
V039,2025-05,66.2,40.0,28.4,50.0,decreasing
V039,2025-06,65.7,40.0,33.2,50.0,decreasing
V039,2025-07,66.5,40.0,33.3,50.0,decreasing
V039,2025-08,64.5,40.0,27.7,50.0,decreasing
V039,2025-09,63.3,40.0,28.9,50.0,decreasing
V039,2025-10,63.9,40.0,32.7,50.0,decreasing
V039,2025-11,58.9,40.0,33.5,50.0,decreasing
V096,2025-01,53.0,55.3,24.8,50.0,stable
V096,2025-01,49.5,45.1,28.9,50.0,stable
V096,2025-03,46.2,55.8,24.3,50.0,decreasing
V096,2025-04,49.0,54.6,26.6,63.1,decreasing
V096,2025-05,43.4,65.4,23.2,69.0,decreasing
V096,2025-05,42.2,48.0,24.3,54.1,decreasing
V096,2025-06,42.9,50.9,24.3,50.0,decreasing
V096,2025-07,36.1,67.8,13.5,71.9,decreasing
V096,2025-08,34.9,68.9,13.2,53.5,decreasing
V096,2025-09,33.2,72.6,12.3,67.9,decreasing
V096,2025-10,31.4,73.4,20.3,75.0,decreasing
V096,2025-11,32.7,62.9,14.2,77.9,decreasing
V469,2025-01,47.4,60.3,20.7,50.0,stable
V469,2025-01,48.4,45.6,24.4,50.0,stable
V469,2025-03,44.6,47.6,17.7,52.1,decreasing
V469,2025-04,40.6,63.3,16.0,57.5,decreasing
V469,2025-05,40.7,64.1,19.7,67.4,decreasing
V469,2025-05,40.8,59.3,25.1,67.3,decreasing
V469,2025-06,39.5,51.4,14.9,50.1,decreasing
V469,2025-07,38.7,56.3,16.1,60.2,decreasing
V469,2025-08,37.3,53.9,17.4,76.1,decreasing
V469,2025-09,33.3,61.2,17.9,61.8,decreasing
V469,2025-10,32.9,57.6,15.9,77.4,decreasing
V469,2025-11,30.6,65.2,11.9,70.9,decreasing
V264,2025-01,52.4,48.0,21.4,54.2,stable
V264,2025-01,55.7,40.8,23.2,56.4,stable
V264,2025-03,54.8,40.0,22.4,50.0,decreasing
V264,2025-04,52.3,49.0,29.7,55.5,decreasing
V264,2025-05,49.5,51.4,20.0,60.2,decreasing
V264,2025-05,51.5,49.9,24.6,54.0,decreasing
V264,2025-06,50.3,57.9,22.5,50.0,decreasing
V264,2025-07,48.8,60.8,25.8,50.5,decreasing
V264,2025-08,52.1,47.0,29.8,50.0,decreasing
V264,2025-09,47.7,56.9,28.5,50.0,decreasing
V264,2025-10,46.9,46.3,25.8,51.1,decreasing
V264,2025-11,46.5,44.4,22.3,64.9,decreasing
V062,2025-01,44.8,49.4,21.4,66.7,stable
V062,2025-01,43.5,55.5,26.3,55.4,stable
V062,2025-03,42.6,60.7,17.6,58.3,stable
V062,2025-04,41.8,62.5,21.6,71.6,stable
V062,2025-05,44.5,61.2,20.9,54.4,stable
V062,2025-05,45.0,60.8,21.3,50.0,stable
V062,2025-06,42.0,57.4,21.4,56.6,stable
V062,2025-07,44.9,64.3,26.1,52.5,stable
V062,2025-08,40.4,56.4,24.1,64.4,stable
V062,2025-09,44.6,54.0,26.7,50.0,stable
V062,2025-10,40.0,61.4,16.7,74.5,stable
V062,2025-11,42.6,62.8,22.7,59.6,stable
V194,2025-01,39.8,67.5,16.2,73.1,stable
V194,2025-01,37.8,70.9,20.0,69.3,stable
V194,2025-03,40.0,63.5,22.9,50.0,decreasing
V194,2025-04,33.7,73.5,12.4,76.9,decreasing
V194,2025-05,34.4,73.6,14.2,55.1,decreasing
V194,2025-05,32.7,74.1,15.0,79.6,decreasing
V194,2025-06,33.8,72.8,16.7,72.3,decreasing
V194,2025-07,30.9,61.1,16.1,81.1,decreasing
V194,2025-08,29.0,69.3,14.8,74.6,decreasing
V194,2025-09,27.9,73.1,13.6,86.6,decreasing
V194,2025-10,30.0,78.1,19.7,74.9,decreasing
V194,2025-11,25.6,73.3,15.4,63.5,decreasing
V021,2025-01,61.0,40.0,32.4,50.0,stable
V021,2025-01,65.5,40.0,29.6,50.0,stable
V021,2025-03,65.7,43.3,33.5,50.0,stable
V021,2025-04,65.7,42.0,28.5,50.0,stable
V021,2025-05,61.5,40.0,27.3,53.3,stable
V021,2025-05,64.4,40.0,36.8,50.0,stable
V021,2025-06,63.8,45.1,27.7,50.0,stable
V021,2025-07,64.3,40.0,36.1,50.0,stable
V021,2025-08,60.4,46.6,27.1,50.0,stable
V021,2025-09,62.5,45.8,31.1,50.0,stable
V021,2025-10,59.6,40.0,27.9,50.0,stable
V021,2025-11,61.8,40.0,33.4,50.0,stable
V220,2025-01,73.3,40.0,41.4,50.0,stable
V220,2025-01,75.0,40.0,36.3,50.0,stable
V220,2025-03,73.5,40.0,38.5,50.0,increasing
V220,2025-04,73.9,40.0,40.5,50.0,increasing
V220,2025-05,74.9,40.0,41.9,50.0,increasing
V220,2025-05,76.4,40.0,35.9,50.0,increasing
V220,2025-06,79.2,40.0,41.3,50.0,increasing
V220,2025-07,77.4,40.0,41.8,50.0,increasing
V220,2025-08,75.6,40.0,36.5,50.0,increasing
V220,2025-09,80.4,40.0,43.8,50.0,increasing
V220,2025-10,76.3,40.0,41.8,50.0,increasing
V220,2025-11,77.8,40.0,42.6,50.0,increasing
V143,2025-01,54.7,49.4,24.4,52.7,stable
V143,2025-01,55.1,40.0,32.1,50.0,stable
V143,2025-03,60.1,40.0,25.5,50.0,increasing
V143,2025-04,57.9,42.7,28.7,50.0,increasing
V143,2025-05,62.6,40.0,28.1,50.0,increasing
V143,2025-05,61.4,45.9,26.3,50.0,increasing
V143,2025-06,58.0,40.0,26.0,50.0,increasing
V143,2025-07,61.9,47.6,32.9,50.0,increasing
V143,2025-08,59.7,40.0,28.1,55.0,increasing
V143,2025-09,60.9,41.8,31.4,50.0,increasing
V143,2025-10,63.6,40.0,31.1,50.0,increasing
V143,2025-11,65.7,40.0,34.4,50.0,increasing
V285,2025-01,44.4,46.9,20.6,62.6,stable
V285,2025-01,47.9,58.5,19.7,60.1,stable
V285,2025-03,48.6,41.6,26.7,50.0,stable
V285,2025-04,48.0,60.3,22.6,57.4,stable
V285,2025-05,48.7,42.6,22.0,61.5,stable
V285,2025-05,47.5,57.4,23.5,52.5,stable
V285,2025-06,49.5,46.8,29.7,50.0,stable
V285,2025-07,48.6,42.3,22.8,50.4,stable
V285,2025-08,48.0,60.5,27.5,66.2,stable
V285,2025-09,48.2,59.8,23.6,50.0,stable
V285,2025-10,50.0,48.4,20.3,50.0,stable
V285,2025-11,47.6,62.2,25.1,50.0,stable
V136,2025-01,17.0,76.5,9.4,73.5,stable
V136,2025-01,13.7,84.1,3.4,81.4,stable
V136,2025-03,13.5,84.4,4.8,100.0,stable
V136,2025-04,16.8,77.7,8.3,89.9,stable
V136,2025-05,16.3,92.7,4.7,97.8,stable
V136,2025-05,14.2,95.0,2.8,80.5,stable
V136,2025-06,16.9,78.9,5.8,96.4,stable
V136,2025-07,19.0,79.3,4.7,75.2,stable
V136,2025-08,15.4,87.3,9.5,82.5,stable
V136,2025-09,15.3,77.3,5.5,91.4,stable
V136,2025-10,19.6,87.7,8.5,94.5,stable
V136,2025-11,15.3,83.6,6.8,76.0,stable
V067,2025-01,58.2,40.0,33.3,55.9,stable
V067,2025-01,58.6,42.5,30.1,50.0,stable
V067,2025-03,55.9,40.0,26.2,50.0,increasing
V067,2025-04,61.4,40.0,31.6,50.0,increasing
V067,2025-05,61.3,40.0,30.4,50.0,increasing
V067,2025-05,60.3,40.0,32.7,50.0,increasing
V067,2025-06,58.6,41.2,30.3,53.1,increasing
V067,2025-07,64.7,40.0,31.8,50.0,increasing
V067,2025-08,64.5,40.0,28.7,50.0,increasing
V067,2025-09,61.0,40.0,31.8,50.0,increasing
V067,2025-10,66.5,40.0,29.7,50.0,increasing
V067,2025-11,64.3,45.4,33.2,50.0,increasing
V398,2025-01,37.8,53.4,22.7,62.9,stable
V398,2025-01,40.4,54.5,19.0,65.6,stable
V398,2025-03,43.9,52.0,19.0,50.0,increasing
V398,2025-04,40.4,62.5,19.4,55.7,increasing
V398,2025-05,46.3,63.6,22.6,50.2,increasing
V398,2025-05,44.0,54.9,20.1,69.1,increasing
V398,2025-06,47.2,46.8,24.7,50.0,increasing
V398,2025-07,49.4,47.1,19.9,50.0,increasing
V398,2025-08,49.2,50.3,21.0,60.7,increasing
V398,2025-09,50.9,40.0,24.8,50.0,increasing
V398,2025-10,51.1,51.1,28.2,53.2,increasing
V398,2025-11,53.4,51.7,22.1,50.0,increasing
V482,2025-01,28.4,64.6,14.4,84.8,stable
V482,2025-01,29.1,75.9,19.3,66.0,stable
V482,2025-03,30.0,75.1,14.9,71.4,stable
V482,2025-04,30.4,72.5,14.1,59.3,stable
V482,2025-05,31.9,74.4,15.4,56.6,stable
V482,2025-05,32.2,63.1,13.5,72.2,stable
V482,2025-06,29.8,61.3,18.3,62.0,stable
V482,2025-07,26.4,68.0,10.5,63.2,stable
V482,2025-08,31.1,68.9,13.8,76.5,stable
V482,2025-09,29.7,60.7,17.5,70.1,stable
V482,2025-10,29.4,74.5,15.2,56.8,stable
V482,2025-11,28.7,65.5,15.2,56.6,stable
V131,2025-01,25.1,81.5,11.5,64.5,stable
V131,2025-01,23.9,78.7,13.2,69.1,stable
V131,2025-03,27.9,69.9,17.3,79.7,increasing
V131,2025-04,29.0,64.9,18.5,67.8,increasing
V131,2025-05,33.2,65.8,16.1,80.8,increasing
V131,2025-05,35.1,70.3,14.6,53.2,increasing
V131,2025-06,35.3,56.9,22.0,55.9,increasing
V131,2025-07,39.3,65.4,17.6,66.4,increasing
V131,2025-08,37.9,64.0,17.0,61.0,increasing
V131,2025-09,42.3,52.3,25.0,68.0,increasing
V131,2025-10,41.5,49.0,15.9,68.4,increasing
V131,2025-11,47.2,46.9,28.1,50.0,increasing
V487,2025-01,56.6,40.0,28.2,50.0,stable
V487,2025-01,55.0,54.7,31.1,50.0,stable
V487,2025-03,57.3,50.4,32.2,50.0,stable
V487,2025-04,59.0,49.9,33.8,50.0,stable
V487,2025-05,56.5,44.9,24.8,50.0,stable
V487,2025-05,55.7,40.0,27.1,55.5,stable
V487,2025-06,55.2,43.1,22.8,52.9,stable
V487,2025-07,60.4,40.0,27.8,52.5,stable
V487,2025-08,60.6,45.4,27.4,51.9,stable
V487,2025-09,60.1,43.6,25.3,52.9,stable
V487,2025-10,58.8,40.0,25.2,50.0,stable
V487,2025-11,61.4,40.2,31.3,50.0,stable
V170,2025-01,73.9,40.0,38.7,50.0,stable
V170,2025-01,74.4,40.0,36.3,50.0,stable
V170,2025-03,73.3,40.0,32.3,50.0,decreasing
V170,2025-04,69.9,40.0,34.7,50.0,decreasing
V170,2025-05,66.8,40.0,37.1,50.0,decreasing
V170,2025-05,67.7,40.0,35.4,50.0,decreasing
V170,2025-06,68.4,40.0,38.7,50.0,decreasing
V170,2025-07,63.2,43.8,27.1,50.0,decreasing
V170,2025-08,63.8,40.0,31.6,50.0,decreasing
V170,2025-09,62.6,40.0,31.8,50.0,decreasing
V170,2025-10,61.4,40.0,27.5,50.0,decreasing
V170,2025-11,58.2,40.0,27.0,51.2,decreasing
V239,2025-01,77.2,40.0,39.6,50.0,stable
V239,2025-01,78.3,40.0,38.8,50.0,stable
V239,2025-03,82.8,40.0,36.8,50.0,increasing
V239,2025-04,84.1,40.0,43.0,50.0,increasing
V239,2025-05,85.2,40.0,45.6,50.0,increasing
V239,2025-05,86.5,40.0,45.2,50.0,increasing
V239,2025-06,85.4,40.0,42.7,50.0,increasing
V239,2025-07,84.8,40.0,46.8,50.0,increasing
V239,2025-08,86.5,40.0,45.3,50.0,increasing
V239,2025-09,87.5,40.0,46.7,50.0,increasing
V239,2025-10,90.5,40.0,44.2,50.0,increasing
V239,2025-11,93.9,40.0,50.0,50.0,increasing
V080,2025-01,75.4,40.0,32.7,50.0,stable
V080,2025-01,71.3,40.0,32.1,50.0,stable
V080,2025-03,72.2,40.0,35.2,50.0,decreasing
V080,2025-04,68.0,40.0,37.1,50.0,decreasing
V080,2025-05,63.2,40.0,28.4,50.0,decreasing
V080,2025-05,61.7,40.0,35.3,50.0,decreasing
V080,2025-06,61.6,40.0,32.8,50.0,decreasing
V080,2025-07,60.1,40.0,29.3,50.0,decreasing
V080,2025-08,58.9,43.4,24.8,50.0,decreasing
V080,2025-09,54.4,42.0,22.5,51.6,decreasing
V080,2025-10,57.7,40.0,29.2,50.0,decreasing
V080,2025-11,54.9,47.5,25.9,59.3,decreasing
V402,2025-01,79.8,40.0,35.8,50.0,stable
V402,2025-01,73.5,40.0,40.0,50.0,stable
V402,2025-03,72.4,40.0,34.6,50.0,decreasing
V402,2025-04,73.6,40.0,37.3,50.0,decreasing
V402,2025-05,72.4,40.0,32.2,50.0,decreasing
V402,2025-05,72.2,40.0,31.4,50.0,decreasing
V402,2025-06,68.0,40.0,31.7,50.0,decreasing
V402,2025-07,71.3,40.0,37.9,50.0,decreasing
V402,2025-08,66.1,40.0,29.8,50.0,decreasing
V402,2025-09,69.5,40.0,35.8,50.0,decreasing
V402,2025-10,67.4,41.9,29.5,50.0,decreasing
V402,2025-11,63.7,40.0,34.3,50.0,decreasing
V079,2025-01,35.1,61.7,19.4,75.3,stable
V079,2025-01,35.1,63.8,19.6,77.3,stable
V079,2025-03,34.1,58.7,19.4,79.3,stable
V079,2025-04,36.6,62.2,16.9,69.4,stable
V079,2025-05,33.0,67.5,18.5,71.0,stable
V079,2025-05,33.3,66.2,14.4,68.4,stable
V079,2025-06,34.9,56.4,15.1,78.6,stable
V079,2025-07,34.2,63.8,21.3,78.0,stable
V079,2025-08,37.1,55.4,15.2,65.0,stable
V079,2025-09,35.5,63.4,22.7,60.7,stable
V079,2025-10,32.8,58.5,19.3,57.7,stable
V079,2025-11,33.5,67.7,14.1,56.0,stable
V411,2025-01,29.1,62.1,17.4,59.3,stable
V411,2025-01,34.5,67.2,12.4,76.9,stable
V411,2025-03,32.9,75.5,20.1,76.1,increasing
V411,2025-04,34.8,64.7,17.2,53.2,increasing
V411,2025-05,37.5,65.1,19.2,71.6,increasing
V411,2025-05,37.6,54.9,18.9,73.2,increasing
V411,2025-06,38.7,61.5,24.2,63.3,increasing
V411,2025-07,41.3,63.7,24.1,54.5,increasing
V411,2025-08,42.8,52.5,17.0,55.2,increasing
V411,2025-09,48.2,57.4,19.4,57.0,increasing
V411,2025-10,50.1,47.7,26.1,60.9,increasing
V411,2025-11,50.6,42.0,26.4,58.1,increasing
V306,2025-01,67.8,40.0,34.1,50.0,stable
V306,2025-01,66.3,40.0,32.3,50.0,stable
V306,2025-03,71.8,40.0,38.7,50.0,increasing
V306,2025-04,71.1,40.0,37.0,50.0,increasing
V306,2025-05,73.3,40.0,37.7,50.0,increasing
V306,2025-05,78.2,40.0,39.0,50.0,increasing
V306,2025-06,79.9,40.0,40.5,50.0,increasing
V306,2025-07,80.3,40.0,36.5,50.0,increasing
V306,2025-08,82.6,40.0,41.6,50.0,increasing
V306,2025-09,80.6,40.0,44.7,50.0,increasing
V306,2025-10,85.6,40.0,47.1,50.0,increasing
V306,2025-11,85.3,40.0,47.4,50.0,increasing
V027,2025-01,55.7,46.3,29.5,50.0,stable
V027,2025-01,59.2,46.5,32.6,50.0,stable
V027,2025-03,58.2,45.6,31.2,50.0,increasing
V027,2025-04,59.8,40.0,30.1,50.0,increasing
V027,2025-05,64.4,40.0,29.7,50.0,increasing
V027,2025-05,65.4,40.0,36.6,50.0,increasing
V027,2025-06,65.3,40.0,34.8,50.0,increasing
V027,2025-07,67.4,40.0,31.2,50.0,increasing
V027,2025-08,66.9,40.0,33.9,50.0,increasing
V027,2025-09,68.0,40.0,31.6,50.0,increasing
V027,2025-10,74.8,40.0,40.6,50.0,increasing
V027,2025-11,73.2,40.0,41.4,50.0,increasing
V155,2025-01,76.6,40.0,34.7,50.0,stable
V155,2025-01,79.2,40.0,35.0,50.0,stable
V155,2025-03,76.0,40.0,34.3,50.0,increasing
V155,2025-04,80.4,40.0,35.6,50.0,increasing
V155,2025-05,77.0,40.0,43.3,50.0,increasing
V155,2025-05,79.0,40.0,36.7,50.0,increasing
V155,2025-06,82.5,40.0,39.8,50.0,increasing
V155,2025-07,78.8,40.0,42.0,50.0,increasing
V155,2025-08,85.1,40.0,43.0,50.0,increasing
V155,2025-09,80.9,40.0,41.6,50.0,increasing
V155,2025-10,85.5,40.0,40.2,50.0,increasing
V155,2025-11,82.7,40.0,45.3,50.0,increasing
V252,2025-01,51.0,47.7,29.1,59.5,stable
V252,2025-01,49.2,45.5,28.1,50.0,stable
V252,2025-03,48.7,44.4,28.2,61.9,decreasing
V252,2025-04,50.0,40.5,27.6,50.0,decreasing
V252,2025-05,49.0,49.7,28.3,50.0,decreasing
V252,2025-05,44.6,55.6,21.2,53.7,decreasing
V252,2025-06,45.2,47.7,18.4,64.9,decreasing
V252,2025-07,47.6,45.8,22.8,50.0,decreasing
V252,2025-08,45.1,50.4,24.7,66.9,decreasing
V252,2025-09,44.7,62.8,27.0,60.9,decreasing
V252,2025-10,45.3,57.6,18.3,61.1,decreasing
V252,2025-11,41.6,59.9,19.4,50.0,decreasing
V294,2025-01,69.5,40.0,33.3,50.0,stable
V294,2025-01,73.6,40.0,33.4,50.0,stable
V294,2025-03,72.8,40.0,36.7,50.0,increasing
V294,2025-04,70.7,40.0,30.8,50.0,increasing
V294,2025-05,75.9,40.0,39.1,50.0,increasing
V294,2025-05,74.3,40.0,34.7,50.0,increasing
V294,2025-06,74.9,40.0,41.1,50.0,increasing
V294,2025-07,77.6,40.0,34.5,50.0,increasing
V294,2025-08,80.1,40.0,42.9,50.0,increasing
V294,2025-09,82.7,40.0,39.2,50.0,increasing
V294,2025-10,81.2,40.0,35.8,50.0,increasing
V294,2025-11,83.5,40.0,44.5,50.0,increasing
V282,2025-01,36.8,68.4,20.6,52.8,stable
V282,2025-01,40.3,54.6,15.2,70.4,stable
V282,2025-03,40.0,60.3,15.2,60.2,increasing
V282,2025-04,36.4,56.3,13.7,53.3,increasing
V282,2025-05,37.5,69.7,22.1,64.7,increasing
V282,2025-05,39.1,55.8,16.3,50.0,increasing
V282,2025-06,39.6,63.2,22.3,50.0,increasing
V282,2025-07,41.1,48.9,20.1,67.9,increasing
V282,2025-08,43.6,54.3,22.2,53.6,increasing
V282,2025-09,43.3,65.9,26.1,52.3,increasing
V282,2025-10,44.5,59.9,24.7,63.1,increasing
V282,2025-11,44.7,53.5,22.4,55.3,increasing
V372,2025-01,22.0,84.9,7.1,90.2,stable
V372,2025-01,17.7,78.3,4.1,81.9,stable
V372,2025-03,19.3,75.0,12.4,88.2,decreasing
V372,2025-04,16.9,84.9,11.0,72.3,decreasing
V372,2025-05,18.3,79.6,5.6,93.7,decreasing
V372,2025-05,18.4,76.7,8.2,88.0,decreasing
V372,2025-06,14.6,79.5,3.6,99.2,decreasing
V372,2025-07,13.2,79.7,8.0,74.8,decreasing
V372,2025-08,13.4,83.6,10.8,98.2,decreasing
V372,2025-09,15.7,75.8,5.8,93.9,decreasing
V372,2025-10,13.2,77.6,11.4,97.2,decreasing
V372,2025-11,9.7,86.9,3.0,90.5,decreasing
V038,2025-01,17.3,78.1,3.9,74.3,stable
V038,2025-01,15.4,75.1,6.7,93.5,stable
V038,2025-03,14.3,88.1,5.0,72.2,decreasing
V038,2025-04,13.9,78.5,6.4,85.7,decreasing
V038,2025-05,14.7,76.0,10.1,92.2,decreasing
V038,2025-05,12.8,78.5,11.1,100.0,decreasing
V038,2025-06,11.0,92.3,4.9,95.7,decreasing
V038,2025-07,9.6,83.3,8.9,78.2,decreasing
V038,2025-08,9.6,88.3,0.2,84.5,decreasing
V038,2025-09,12.3,81.6,6.8,85.3,decreasing
V038,2025-10,10.8,82.3,5.9,81.9,decreasing
V038,2025-11,10.6,79.4,1.0,100.0,decreasing
V163,2025-01,45.4,54.0,27.5,67.3,stable
V163,2025-01,49.2,42.4,24.2,62.8,stable
V163,2025-03,51.1,58.4,29.1,62.5,increasing
V163,2025-04,50.2,51.0,29.0,59.2,increasing
V163,2025-05,51.9,51.4,26.2,53.2,increasing
V163,2025-05,56.1,45.7,29.9,53.1,increasing
V163,2025-06,57.0,40.0,31.7,50.0,increasing
V163,2025-07,55.2,53.6,25.6,59.0,increasing
V163,2025-08,60.7,40.0,31.3,50.0,increasing
V163,2025-09,57.6,48.9,29.3,52.8,increasing
V163,2025-10,58.6,50.6,28.9,50.0,increasing
V163,2025-11,59.1,41.8,28.2,50.0,increasing
V270,2025-01,65.5,40.0,32.6,50.0,stable
V270,2025-01,66.4,40.0,37.1,50.0,stable
V270,2025-03,71.9,40.0,35.7,50.0,increasing
V270,2025-04,73.6,40.0,34.2,50.0,increasing
V270,2025-05,71.9,40.0,36.9,50.0,increasing
V270,2025-05,75.1,40.0,38.6,50.0,increasing
V270,2025-06,71.9,40.0,34.7,50.0,increasing
V270,2025-07,72.5,40.0,31.3,50.0,increasing
V270,2025-08,75.9,40.0,42.7,50.0,increasing
V270,2025-09,77.9,40.0,34.0,50.0,increasing
V270,2025-10,75.8,40.0,36.6,50.0,increasing
V270,2025-11,80.9,40.0,41.2,50.0,increasing
V113,2025-01,57.0,40.0,23.9,50.0,stable
V113,2025-01,56.3,49.5,32.1,53.4,stable
V113,2025-03,53.5,41.9,24.6,56.6,stable
V113,2025-04,50.7,51.5,21.7,50.0,stable
V113,2025-05,55.2,40.0,30.3,50.0,stable
V113,2025-05,52.8,41.7,24.2,50.0,stable
V113,2025-06,51.6,41.7,25.5,50.0,stable
V113,2025-07,55.0,41.1,29.0,54.4,stable
V113,2025-08,51.6,57.0,28.7,58.8,stable
V113,2025-09,52.8,41.4,26.0,53.3,stable
V113,2025-10,48.8,42.4,28.2,50.0,stable
V113,2025-11,54.3,40.0,29.4,50.0,stable
V095,2025-01,55.4,44.2,26.8,57.5,stable
V095,2025-01,59.0,44.4,31.8,50.0,stable
V095,2025-03,60.2,47.7,31.7,50.0,increasing
V095,2025-04,59.3,40.0,25.1,50.9,increasing
V095,2025-05,62.7,40.0,34.5,50.0,increasing
V095,2025-05,64.7,41.0,36.0,50.0,increasing
V095,2025-06,64.8,40.1,34.5,50.0,increasing
V095,2025-07,66.6,40.0,37.0,50.0,increasing
V095,2025-08,67.1,40.0,31.0,50.0,increasing
V095,2025-09,68.1,40.0,29.5,50.0,increasing
V095,2025-10,66.9,40.0,31.2,50.0,increasing
V095,2025-11,65.9,40.0,28.0,50.0,increasing
V267,2025-01,55.0,44.6,30.8,50.0,stable
V267,2025-01,57.3,40.0,30.2,50.0,stable
V267,2025-03,60.1,40.5,34.0,54.7,increasing
V267,2025-04,61.9,40.4,30.3,51.6,increasing
V267,2025-05,64.0,40.0,34.2,50.0,increasing
V267,2025-05,63.5,41.6,27.2,50.0,increasing
V267,2025-06,63.8,40.0,34.8,50.0,increasing
V267,2025-07,67.7,40.9,38.0,50.0,increasing
V267,2025-08,64.9,40.0,33.3,50.0,increasing
V267,2025-09,66.3,40.0,28.6,50.0,increasing
V267,2025-10,71.0,40.0,33.2,50.0,increasing
V267,2025-11,66.9,42.1,32.9,50.0,increasing
V035,2025-01,71.8,40.0,39.1,50.0,stable
V035,2025-01,67.6,40.0,38.3,50.0,stable
V035,2025-03,67.0,40.0,34.5,50.0,decreasing
V035,2025-04,67.1,40.0,35.2,50.0,decreasing
V035,2025-05,59.9,40.0,34.9,50.0,decreasing
V035,2025-05,59.3,41.6,26.6,50.0,decreasing
V035,2025-06,55.9,47.1,32.4,50.0,decreasing
V035,2025-07,54.2,50.8,24.7,50.5,decreasing
V035,2025-08,55.5,42.8,31.8,50.0,decreasing
V035,2025-09,50.5,41.4,29.6,50.0,decreasing
V035,2025-10,50.9,50.1,21.1,63.6,decreasing
V035,2025-11,50.9,56.1,20.5,50.0,decreasing
V458,2025-01,48.7,43.7,27.0,59.7,stable
V458,2025-01,48.1,44.3,25.7,50.0,stable
V458,2025-03,45.2,60.6,21.1,51.5,decreasing
V458,2025-04,45.1,63.8,24.8,67.2,decreasing
V458,2025-05,47.0,62.3,26.2,67.7,decreasing
V458,2025-05,43.6,53.2,22.0,62.1,decreasing
V458,2025-06,43.1,66.7,24.1,52.4,decreasing
V458,2025-07,43.4,54.4,24.2,50.0,decreasing
V458,2025-08,43.7,62.5,19.0,50.0,decreasing
V458,2025-09,43.8,61.7,24.4,50.0,decreasing
V458,2025-10,45.3,49.3,24.2,67.1,decreasing
V458,2025-11,41.6,63.8,19.7,62.7,decreasing
V082,2025-01,38.1,63.3,14.2,66.8,stable
V082,2025-01,38.7,58.1,21.8,50.0,stable
V082,2025-03,37.8,61.5,15.2,50.1,decreasing
V082,2025-04,38.5,66.9,20.2,60.7,decreasing
V082,2025-05,38.1,62.9,21.7,50.5,decreasing
V082,2025-05,39.1,66.6,20.9,53.3,decreasing
V082,2025-06,36.9,61.6,13.8,51.3,decreasing
V082,2025-07,38.8,64.5,24.4,67.1,decreasing
V082,2025-08,37.5,72.5,16.5,73.0,decreasing
V082,2025-09,37.9,71.6,17.6,62.1,decreasing
V082,2025-10,35.9,62.3,13.2,57.7,decreasing
V082,2025-11,32.0,59.9,12.4,68.7,decreasing
V213,2025-01,29.8,75.5,13.1,58.9,stable
V213,2025-01,27.2,74.4,9.4,59.2,stable
V213,2025-03,25.4,79.8,15.3,87.0,stable
V213,2025-04,23.8,80.5,16.2,87.3,stable
V213,2025-05,26.3,81.8,14.8,61.7,stable
V213,2025-05,25.3,83.4,10.7,86.1,stable
V213,2025-06,23.2,73.5,14.0,65.9,stable
V213,2025-07,22.9,86.0,6.5,88.8,stable
V213,2025-08,22.4,83.8,10.3,65.8,stable
V213,2025-09,22.9,85.9,15.4,69.6,stable
V213,2025-10,23.7,70.0,16.0,82.3,stable
V213,2025-11,22.1,84.2,10.7,84.8,stable
V279,2025-01,32.9,70.7,13.9,64.3,stable
V279,2025-01,30.5,77.0,16.0,76.4,stable
V279,2025-03,29.8,70.0,12.3,68.1,decreasing
V279,2025-04,26.9,70.9,16.7,66.9,decreasing
V279,2025-05,22.4,87.1,10.3,80.0,decreasing
V279,2025-05,21.6,80.7,14.7,84.6,decreasing
V279,2025-06,19.9,82.2,5.0,68.5,decreasing
